Order ID,Purchase Date,Customer ID,Customer Type,Store Location,Product ID,Quantity,Unit Price,Total Price,Discount Applied (%),Discount Amount,Final Price
ORD1260,5/3/2023,CUST1026,Occasional,Frankfurt,PROD5,1,229.95,229.95,0,0,229.95
ORD1261,5/3/2023,CUST1088,Occasional,Cologne,PROD8,2,125.95,251.9,0,0,251.9
ORD1262,5/3/2023,CUST1031,Loyal,Munich,PROD10,1,71.99,71.99,10,7.2,64.79
ORD1263,5/4/2023,CUST1046,Occasional,Cologne,PROD8,5,125.95,629.75,0,0,629.75
ORD1264,5/5/2023,CUST1038,Occasional,Munich,PROD7,1,21.95,21.95,0,0,21.95
ORD1265,5/5/2023,CUST1091,Occasional,Frankfurt,PROD8,2,125.95,251.9,0,0,251.9
ORD1266,5/6/2023,CUST1049,Occasional,Berlin,PROD4,5,137.95,689.75,0,0,689.75
ORD1267,5/7/2023,CUST1055,Occasional,Cologne,PROD3,3,324.95,974.85,0,0,974.85
ORD1268,5/7/2023,CUST1078,Loyal,Munich,PROD15,2,46.95,93.9,15,14.08,79.82
ORD1269,5/8/2023,CUST1027,Loyal,Frankfurt,PROD10,5,71.99,359.95,0,0,359.95
ORD1270,5/8/2023,CUST1013,Occasional,Cologne,PROD10,3,71.99,215.97,0,0,215.97
ORD1271,5/9/2023,CUST1059,Occasional,Berlin,PROD14,2,13.99,27.98,0,0,27.98
ORD1272,5/9/2023,CUST1041,Occasional,Berlin,PROD10,2,71.99,143.98,0,0,143.98
ORD1273,5/10/2023,CUST1054,Occasional,Berlin,PROD9,2,20.99,41.98,0,0,41.98
ORD1274,5/10/2023,CUST1018,Occasional,Berlin,PROD10,3,71.99,215.97,0,0,215.97
ORD1275,5/10/2023,CUST1039,Occasional,Frankfurt,PROD15,4,46.95,187.8,0,0,187.8
ORD1276,5/11/2023,CUST1080,Occasional,Hamburg,PROD12,2,29.99,59.98,0,0,59.98
ORD1277,5/11/2023,CUST1006,Occasional,Munich,PROD11,1,155.95,155.95,0,0,155.95
ORD1278,5/11/2023,CUST1029,Occasional,Hamburg,PROD8,4,125.95,503.8,0,0,503.8
ORD1279,5/11/2023,CUST1081,Occasional,Berlin,PROD5,5,229.95,1149.75,0,0,1149.75
ORD1280,5/11/2023,CUST1098,Occasional,Cologne,PROD6,5,56.99,284.95,0,0,284.95
ORD1281,5/12/2023,CUST1096,Occasional,Hamburg,PROD15,5,46.95,234.75,0,0,234.75
ORD1282,5/12/2023,CUST1022,Occasional,Berlin,PROD18,3,297.95,893.85,0,0,893.85
ORD1283,5/12/2023,CUST1047,Occasional,Berlin,PROD10,1,71.99,71.99,0,0,71.99
ORD1284,5/12/2023,CUST1029,Occasional,Cologne,PROD13,3,39.99,119.97,0,0,119.97
ORD1285,5/13/2023,CUST1056,Occasional,Hamburg,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1286,5/14/2023,CUST1026,Occasional,Munich,PROD11,4,155.95,623.8,0,0,623.8
ORD1287,5/14/2023,CUST1069,Loyal,Munich,PROD2,3,699.95,2099.85,10,209.98,1889.87
ORD1288,5/15/2023,CUST1034,Occasional,Berlin,PROD3,4,324.95,1299.8,0,0,1299.8
ORD1289,5/16/2023,CUST1099,Occasional,Hamburg,PROD4,5,137.95,689.75,0,0,689.75
ORD1290,5/16/2023,CUST1045,Occasional,Cologne,PROD17,3,203.95,611.85,0,0,611.85
ORD1291,5/16/2023,CUST1037,Occasional,Hamburg,PROD10,1,71.99,71.99,0,0,71.99
ORD1292,5/16/2023,CUST1022,Occasional,Cologne,PROD12,5,29.99,149.95,0,0,149.95
ORD1293,5/17/2023,CUST1071,Occasional,Frankfurt,PROD2,4,699.95,2799.8,0,0,2799.8
ORD1294,5/17/2023,CUST1073,Occasional,Munich,PROD5,5,229.95,1149.75,0,0,1149.75
ORD1295,5/17/2023,CUST1024,Occasional,Hamburg,PROD16,5,116.99,584.95,0,0,584.95
ORD1296,5/17/2023,CUST1055,Occasional,Munich,PROD15,2,46.95,93.9,0,0,93.9
ORD1297,5/18/2023,CUST1009,Loyal,Berlin,PROD18,5,297.95,1489.75,0,0,1489.75
ORD1298,5/18/2023,CUST1071,Occasional,Berlin,PROD18,3,297.95,893.85,0,0,893.85
ORD1299,5/19/2023,CUST1009,Loyal,Berlin,PROD16,4,116.99,467.96,0,0,467.96
ORD1300,5/20/2023,CUST1081,Loyal,Cologne,PROD6,3,56.99,170.97,15,25.65,145.32
ORD1301,5/21/2023,CUST1019,Occasional,Munich,PROD3,1,324.95,324.95,0,0,324.95
ORD1302,5/21/2023,CUST1081,Loyal,Munich,PROD9,2,20.99,41.98,10,4.2,37.78
ORD1303,5/22/2023,CUST1003,Loyal,Hamburg,PROD14,1,13.99,13.99,10,1.4,12.59
ORD1304,5/23/2023,CUST1057,Occasional,Frankfurt,PROD6,1,56.99,56.99,0,0,56.99
ORD1305,5/24/2023,CUST1069,Loyal,Berlin,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1306,5/25/2023,CUST1002,Occasional,Frankfurt,PROD5,4,229.95,919.8,0,0,919.8
ORD1307,5/25/2023,CUST1001,Occasional,Munich,PROD2,5,699.95,3499.75,0,0,3499.75
ORD1308,5/26/2023,CUST1024,Occasional,Cologne,PROD1,5,1164.99,5824.95,0,0,5824.95
ORD1309,5/27/2023,CUST1096,Occasional,Frankfurt,PROD3,3,324.95,974.85,0,0,974.85
ORD1310,5/28/2023,CUST1062,Loyal,Frankfurt,PROD9,2,20.99,41.98,15,6.3,35.68
ORD1311,5/28/2023,CUST1021,Loyal,Cologne,PROD1,5,1164.99,5824.95,10,582.5,5242.45
ORD1312,5/28/2023,CUST1063,Occasional,Frankfurt,PROD2,3,699.95,2099.85,0,0,2099.85
ORD1313,5/28/2023,CUST1096,Occasional,Hamburg,PROD16,1,116.99,116.99,0,0,116.99
ORD1314,5/29/2023,CUST1002,Loyal,Berlin,PROD18,4,297.95,1191.8,10,119.18,1072.62
ORD1315,5/30/2023,CUST1012,Loyal,Frankfurt,PROD11,4,155.95,623.8,0,0,623.8
ORD1316,5/30/2023,CUST1076,Occasional,Frankfurt,PROD16,5,116.99,584.95,0,0,584.95
ORD1317,5/31/2023,CUST1007,Loyal,Cologne,PROD16,1,116.99,116.99,0,0,116.99
ORD1318,6/1/2023,CUST1016,Loyal,Cologne,PROD2,2,699.95,1399.9,15,209.98,1189.92
ORD1319,6/1/2023,CUST1094,Occasional,Munich,PROD3,4,324.95,1299.8,0,0,1299.8
ORD1320,6/1/2023,CUST1058,Loyal,Hamburg,PROD12,3,29.99,89.97,15,13.5,76.47
ORD1321,6/2/2023,CUST1000,Occasional,Frankfurt,PROD8,4,125.95,503.8,0,0,503.8
ORD1322,6/2/2023,CUST1055,Occasional,Cologne,PROD14,1,13.99,13.99,0,0,13.99
ORD1323,6/2/2023,CUST1007,Occasional,Cologne,PROD13,3,39.99,119.97,0,0,119.97
ORD1324,6/2/2023,CUST1013,Occasional,Berlin,PROD17,4,203.95,815.8,0,0,815.8
ORD1325,6/3/2023,CUST1025,Occasional,Cologne,PROD12,2,29.99,59.98,0,0,59.98
ORD1326,6/3/2023,CUST1015,Loyal,Cologne,PROD11,4,155.95,623.8,0,0,623.8
ORD1327,6/3/2023,CUST1024,Occasional,Cologne,PROD1,1,1164.99,1164.99,0,0,1164.99
ORD1328,6/3/2023,CUST1051,Loyal,Cologne,PROD1,1,1164.99,1164.99,5,58.25,1106.74
ORD1329,6/4/2023,CUST1034,Occasional,Frankfurt,PROD14,1,13.99,13.99,0,0,13.99
ORD1330,6/5/2023,CUST1011,Occasional,Cologne,PROD14,3,13.99,41.97,0,0,41.97
ORD1331,6/6/2023,CUST1003,Occasional,Cologne,PROD18,2,297.95,595.9,0,0,595.9
ORD1332,6/7/2023,CUST1088,Occasional,Cologne,PROD9,2,20.99,41.98,0,0,41.98
ORD1333,6/8/2023,CUST1054,Occasional,Munich,PROD8,3,125.95,377.85,0,0,377.85
ORD1334,6/9/2023,CUST1080,Loyal,Berlin,PROD10,2,71.99,143.98,0,0,143.98
ORD1335,6/10/2023,CUST1024,Occasional,Berlin,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1336,6/10/2023,CUST1047,Occasional,Hamburg,PROD13,5,39.99,199.95,0,0,199.95
ORD1337,6/10/2023,CUST1078,Occasional,Berlin,PROD13,1,39.99,39.99,0,0,39.99
ORD1338,6/11/2023,CUST1061,Occasional,Cologne,PROD3,2,324.95,649.9,0,0,649.9
ORD1339,6/12/2023,CUST1074,Occasional,Berlin,PROD12,4,29.99,119.96,0,0,119.96
ORD1340,6/13/2023,CUST1070,Loyal,Berlin,PROD8,1,125.95,125.95,0,0,125.95
ORD1341,6/13/2023,CUST1076,Occasional,Berlin,PROD13,4,39.99,159.96,0,0,159.96
ORD1342,6/14/2023,CUST1002,Loyal,Munich,PROD17,1,203.95,203.95,10,20.4,183.55
ORD1343,6/14/2023,CUST1020,Occasional,Cologne,PROD11,1,155.95,155.95,0,0,155.95
ORD1344,6/14/2023,CUST1009,Occasional,Frankfurt,PROD6,1,56.99,56.99,0,0,56.99
ORD1345,6/15/2023,CUST1051,Occasional,Berlin,PROD11,1,155.95,155.95,0,0,155.95
ORD1346,6/15/2023,CUST1036,Occasional,Berlin,PROD2,1,699.95,699.95,0,0,699.95
ORD1347,6/16/2023,CUST1030,Occasional,Hamburg,PROD2,4,699.95,2799.8,0,0,2799.8
ORD1348,6/16/2023,CUST1062,Loyal,Munich,PROD14,2,13.99,27.98,5,1.4,26.58
ORD1349,6/16/2023,CUST1072,Occasional,Cologne,PROD4,4,137.95,551.8,0,0,551.8
ORD1350,6/17/2023,CUST1017,Occasional,Cologne,PROD5,2,229.95,459.9,0,0,459.9
ORD1351,6/18/2023,CUST1053,Occasional,Hamburg,PROD4,1,137.95,137.95,0,0,137.95
ORD1352,6/18/2023,CUST1074,Occasional,Hamburg,PROD5,5,229.95,1149.75,0,0,1149.75
ORD1353,6/18/2023,CUST1070,Occasional,Munich,PROD12,2,29.99,59.98,0,0,59.98
ORD1354,6/19/2023,CUST1089,Occasional,Hamburg,PROD4,4,137.95,551.8,0,0,551.8
ORD1355,6/20/2023,CUST1096,Occasional,Berlin,PROD7,2,21.95,43.9,0,0,43.9
ORD1356,6/21/2023,CUST1080,Occasional,Berlin,PROD10,5,71.99,359.95,0,0,359.95
ORD1357,6/22/2023,CUST1005,Occasional,Frankfurt,PROD11,2,155.95,311.9,0,0,311.9
ORD1358,6/23/2023,CUST1038,Occasional,Frankfurt,PROD1,2,1164.99,2329.98,0,0,2329.98
ORD1359,6/23/2023,CUST1007,Loyal,Cologne,PROD14,3,13.99,41.97,10,4.2,37.77
ORD1360,6/23/2023,CUST1013,Occasional,Frankfurt,PROD15,4,46.95,187.8,0,0,187.8
ORD1361,6/23/2023,CUST1042,Occasional,Frankfurt,PROD6,3,56.99,170.97,0,0,170.97
ORD1362,6/24/2023,CUST1004,Occasional,Berlin,PROD3,4,324.95,1299.8,0,0,1299.8
ORD1363,6/25/2023,CUST1097,Occasional,Hamburg,PROD10,2,71.99,143.98,0,0,143.98
ORD1364,6/26/2023,CUST1019,Occasional,Hamburg,PROD7,4,21.95,87.8,0,0,87.8
ORD1365,6/27/2023,CUST1080,Occasional,Berlin,PROD14,4,13.99,55.96,0,0,55.96
ORD1366,6/28/2023,CUST1080,Occasional,Berlin,PROD6,1,56.99,56.99,0,0,56.99
ORD1367,6/28/2023,CUST1062,Loyal,Frankfurt,PROD3,3,324.95,974.85,0,0,974.85
ORD1368,6/28/2023,CUST1040,Loyal,Cologne,PROD14,4,13.99,55.96,0,0,55.96
ORD1369,6/28/2023,CUST1003,Occasional,Frankfurt,PROD11,3,155.95,467.85,0,0,467.85
ORD1370,6/29/2023,CUST1009,Occasional,Hamburg,PROD5,2,229.95,459.9,0,0,459.9
ORD1371,6/29/2023,CUST1019,Occasional,Hamburg,PROD12,2,29.99,59.98,0,0,59.98
ORD1372,6/29/2023,CUST1085,Occasional,Frankfurt,PROD9,1,20.99,20.99,0,0,20.99
ORD1373,6/29/2023,CUST1021,Loyal,Berlin,PROD7,4,21.95,87.8,15,13.17,74.63
ORD1374,6/30/2023,CUST1081,Occasional,Cologne,PROD13,1,39.99,39.99,0,0,39.99
ORD1375,6/30/2023,CUST1017,Occasional,Frankfurt,PROD18,3,297.95,893.85,0,0,893.85
ORD1376,6/30/2023,CUST1006,Occasional,Hamburg,PROD9,5,20.99,104.95,0,0,104.95
ORD1377,7/1/2023,CUST1045,Occasional,Hamburg,PROD11,2,155.95,311.9,0,0,311.9
ORD1378,7/1/2023,CUST1066,Loyal,Frankfurt,PROD7,1,21.95,21.95,15,3.29,18.66
ORD1379,7/1/2023,CUST1050,Occasional,Berlin,PROD17,3,203.95,611.85,0,0,611.85
ORD1380,7/1/2023,CUST1046,Occasional,Berlin,PROD3,5,324.95,1624.75,0,0,1624.75
ORD1381,7/2/2023,CUST1010,Occasional,Frankfurt,PROD3,5,324.95,1624.75,0,0,1624.75
ORD1382,7/3/2023,CUST1095,Occasional,Berlin,PROD8,1,125.95,125.95,0,0,125.95
ORD1383,7/3/2023,CUST1067,Occasional,Cologne,PROD10,2,71.99,143.98,0,0,143.98
ORD1384,7/4/2023,CUST1039,Loyal,Munich,PROD13,4,39.99,159.96,0,0,159.96
ORD1385,7/4/2023,CUST1047,Loyal,Cologne,PROD2,2,699.95,1399.9,0,0,1399.9
ORD1386,7/5/2023,CUST1078,Occasional,Hamburg,PROD16,3,116.99,350.97,0,0,350.97
ORD1387,7/6/2023,CUST1033,Occasional,Cologne,PROD18,5,297.95,1489.75,0,0,1489.75
ORD1388,7/6/2023,CUST1038,Occasional,Hamburg,PROD1,3,1164.99,3494.97,0,0,3494.97
ORD1389,7/7/2023,CUST1067,Occasional,Berlin,PROD4,1,137.95,137.95,0,0,137.95
ORD1390,7/8/2023,CUST1041,Occasional,Cologne,PROD10,2,71.99,143.98,0,0,143.98
ORD1391,7/9/2023,CUST1031,Loyal,Berlin,PROD1,5,1164.99,5824.95,15,873.74,4951.21
ORD1392,7/10/2023,CUST1093,Loyal,Frankfurt,PROD12,1,29.99,29.99,0,0,29.99
ORD1393,7/11/2023,CUST1007,Occasional,Berlin,PROD14,2,13.99,27.98,0,0,27.98
ORD1394,7/11/2023,CUST1036,Loyal,Cologne,PROD3,5,324.95,1624.75,0,0,1624.75
ORD1395,7/12/2023,CUST1054,Loyal,Cologne,PROD10,1,71.99,71.99,0,0,71.99
ORD1396,7/12/2023,CUST1037,Occasional,Cologne,PROD13,1,39.99,39.99,0,0,39.99
ORD1397,7/12/2023,CUST1033,Occasional,Munich,PROD14,1,13.99,13.99,0,0,13.99
ORD1398,7/12/2023,CUST1036,Occasional,Munich,PROD18,1,297.95,297.95,0,0,297.95
ORD1399,7/13/2023,CUST1072,Occasional,Frankfurt,PROD16,2,116.99,233.98,0,0,233.98
ORD1400,7/14/2023,CUST1092,Loyal,Berlin,PROD17,5,203.95,1019.75,15,152.96,866.79
ORD1401,7/14/2023,CUST1027,Occasional,Berlin,PROD14,5,13.99,69.95,0,0,69.95
ORD1402,7/14/2023,CUST1048,Occasional,Hamburg,PROD9,5,20.99,104.95,0,0,104.95
ORD1403,7/15/2023,CUST1090,Occasional,Frankfurt,PROD4,4,137.95,551.8,0,0,551.8
ORD1404,7/15/2023,CUST1062,Loyal,Berlin,PROD8,2,125.95,251.9,15,37.78,214.12
ORD1405,7/16/2023,CUST1035,Loyal,Hamburg,PROD10,5,71.99,359.95,0,0,359.95
ORD1406,7/17/2023,CUST1069,Occasional,Frankfurt,PROD14,4,13.99,55.96,0,0,55.96
ORD1407,7/17/2023,CUST1099,Loyal,Cologne,PROD5,4,229.95,919.8,15,137.97,781.83
ORD1408,7/17/2023,CUST1023,Occasional,Munich,PROD14,4,13.99,55.96,0,0,55.96
ORD1409,7/17/2023,CUST1056,Occasional,Munich,PROD6,5,56.99,284.95,0,0,284.95
ORD1410,7/18/2023,CUST1026,Occasional,Munich,PROD6,3,56.99,170.97,0,0,170.97
ORD1411,7/18/2023,CUST1019,Occasional,Munich,PROD11,5,155.95,779.75,0,0,779.75
ORD1412,7/18/2023,CUST1074,Occasional,Munich,PROD11,5,155.95,779.75,0,0,779.75
ORD1413,7/19/2023,CUST1019,Loyal,Munich,PROD4,4,137.95,551.8,15,82.77,469.03
ORD1414,7/19/2023,CUST1076,Loyal,Berlin,PROD15,1,46.95,46.95,0,0,46.95
ORD1415,7/20/2023,CUST1071,Occasional,Cologne,PROD7,5,21.95,109.75,0,0,109.75
ORD1416,7/20/2023,CUST1068,Occasional,Hamburg,PROD10,1,71.99,71.99,0,0,71.99
ORD1417,7/21/2023,CUST1026,Occasional,Cologne,PROD18,3,297.95,893.85,0,0,893.85
ORD1418,7/22/2023,CUST1084,Occasional,Berlin,PROD8,3,125.95,377.85,0,0,377.85
ORD1419,7/23/2023,CUST1097,Loyal,Munich,PROD2,2,699.95,1399.9,15,209.98,1189.92
ORD1420,7/24/2023,CUST1008,Loyal,Frankfurt,PROD13,3,39.99,119.97,10,12,107.97
ORD1421,7/25/2023,CUST1050,Occasional,Berlin,PROD18,3,297.95,893.85,0,0,893.85
ORD1422,7/25/2023,CUST1004,Occasional,Munich,PROD16,1,116.99,116.99,0,0,116.99
ORD1423,7/25/2023,CUST1069,Occasional,Frankfurt,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1424,7/25/2023,CUST1099,Occasional,Cologne,PROD12,2,29.99,59.98,0,0,59.98
ORD1425,7/25/2023,CUST1077,Occasional,Cologne,PROD2,3,699.95,2099.85,0,0,2099.85
ORD1426,7/26/2023,CUST1042,Loyal,Frankfurt,PROD7,5,21.95,109.75,15,16.46,93.29
ORD1427,7/27/2023,CUST1040,Occasional,Frankfurt,PROD18,3,297.95,893.85,0,0,893.85
ORD1428,7/27/2023,CUST1095,Occasional,Hamburg,PROD11,2,155.95,311.9,0,0,311.9
ORD1429,7/28/2023,CUST1091,Occasional,Frankfurt,PROD17,1,203.95,203.95,0,0,203.95
ORD1430,7/28/2023,CUST1048,Occasional,Munich,PROD6,1,56.99,56.99,0,0,56.99
ORD1431,7/28/2023,CUST1091,Occasional,Munich,PROD1,1,1164.99,1164.99,0,0,1164.99
ORD1432,7/29/2023,CUST1045,Loyal,Berlin,PROD8,4,125.95,503.8,5,25.19,478.61
ORD1433,7/30/2023,CUST1096,Occasional,Frankfurt,PROD1,1,1164.99,1164.99,0,0,1164.99
ORD1434,7/31/2023,CUST1022,Occasional,Hamburg,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1435,8/1/2023,CUST1086,Occasional,Cologne,PROD5,1,229.95,229.95,0,0,229.95
ORD1436,8/2/2023,CUST1053,Occasional,Berlin,PROD9,5,20.99,104.95,0,0,104.95
ORD1437,8/2/2023,CUST1044,Occasional,Frankfurt,PROD15,4,46.95,187.8,0,0,187.8
ORD1438,8/3/2023,CUST1017,Loyal,Munich,PROD10,4,71.99,287.96,15,43.19,244.77
ORD1439,8/3/2023,CUST1049,Loyal,Berlin,PROD8,2,125.95,251.9,10,25.19,226.71
ORD1440,8/3/2023,CUST1016,Loyal,Berlin,PROD4,4,137.95,551.8,15,82.77,469.03
ORD1441,8/3/2023,CUST1053,Occasional,Frankfurt,PROD2,5,699.95,3499.75,0,0,3499.75
ORD1442,8/3/2023,CUST1067,Occasional,Berlin,PROD3,3,324.95,974.85,0,0,974.85
ORD1443,8/3/2023,CUST1055,Occasional,Berlin,PROD1,2,1164.99,2329.98,0,0,2329.98
ORD1444,8/3/2023,CUST1033,Occasional,Berlin,PROD14,2,13.99,27.98,0,0,27.98
ORD1445,8/4/2023,CUST1010,Occasional,Cologne,PROD3,2,324.95,649.9,0,0,649.9
ORD1446,8/4/2023,CUST1038,Occasional,Frankfurt,PROD4,1,137.95,137.95,0,0,137.95
ORD1447,8/5/2023,CUST1022,Occasional,Hamburg,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1448,8/5/2023,CUST1064,Loyal,Hamburg,PROD12,3,29.99,89.97,0,0,89.97
ORD1449,8/6/2023,CUST1083,Occasional,Berlin,PROD14,4,13.99,55.96,0,0,55.96
ORD1450,8/6/2023,CUST1034,Occasional,Munich,PROD9,4,20.99,83.96,0,0,83.96
ORD1451,8/7/2023,CUST1041,Occasional,Cologne,PROD9,3,20.99,62.97,0,0,62.97
ORD1452,8/7/2023,CUST1015,Occasional,Munich,PROD5,4,229.95,919.8,0,0,919.8
ORD1453,8/7/2023,CUST1019,Loyal,Hamburg,PROD14,5,13.99,69.95,0,0,69.95
ORD1454,8/7/2023,CUST1006,Occasional,Berlin,PROD3,1,324.95,324.95,0,0,324.95
ORD1455,8/8/2023,CUST1059,Loyal,Hamburg,PROD10,1,71.99,71.99,0,0,71.99
ORD1456,8/9/2023,CUST1026,Occasional,Cologne,PROD2,3,699.95,2099.85,0,0,2099.85
ORD1457,8/10/2023,CUST1052,Occasional,Munich,PROD8,2,125.95,251.9,0,0,251.9
ORD1458,8/10/2023,CUST1075,Occasional,Cologne,PROD5,2,229.95,459.9,0,0,459.9
ORD1459,8/10/2023,CUST1076,Occasional,Cologne,PROD8,3,125.95,377.85,0,0,377.85
ORD1460,8/10/2023,CUST1081,Occasional,Frankfurt,PROD14,4,13.99,55.96,0,0,55.96
ORD1461,8/10/2023,CUST1047,Loyal,Hamburg,PROD1,2,1164.99,2329.98,5,116.5,2213.48
ORD1462,8/10/2023,CUST1010,Occasional,Munich,PROD13,4,39.99,159.96,0,0,159.96
ORD1463,8/10/2023,CUST1013,Occasional,Berlin,PROD7,1,21.95,21.95,0,0,21.95
ORD1464,8/11/2023,CUST1046,Occasional,Cologne,PROD9,2,20.99,41.98,0,0,41.98
ORD1465,8/12/2023,CUST1006,Occasional,Munich,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1466,8/13/2023,CUST1063,Occasional,Hamburg,PROD16,5,116.99,584.95,0,0,584.95
ORD1467,8/14/2023,CUST1037,Loyal,Munich,PROD13,4,39.99,159.96,10,16,143.96
ORD1468,8/14/2023,CUST1021,Loyal,Berlin,PROD8,2,125.95,251.9,5,12.6,239.3
ORD1469,8/15/2023,CUST1071,Loyal,Berlin,PROD11,2,155.95,311.9,10,31.19,280.71
ORD1470,8/16/2023,CUST1070,Occasional,Frankfurt,PROD10,2,71.99,143.98,0,0,143.98
ORD1471,8/17/2023,CUST1037,Occasional,Cologne,PROD9,1,20.99,20.99,0,0,20.99
ORD1472,8/17/2023,CUST1006,Occasional,Hamburg,PROD7,1,21.95,21.95,0,0,21.95
ORD1473,8/18/2023,CUST1019,Occasional,Munich,PROD12,1,29.99,29.99,0,0,29.99
ORD1474,8/18/2023,CUST1083,Occasional,Cologne,PROD16,4,116.99,467.96,0,0,467.96
ORD1475,8/19/2023,CUST1092,Loyal,Cologne,PROD7,2,21.95,43.9,15,6.58,37.32
ORD1476,8/20/2023,CUST1093,Occasional,Cologne,PROD10,2,71.99,143.98,0,0,143.98
ORD1477,8/21/2023,CUST1040,Occasional,Cologne,PROD12,2,29.99,59.98,0,0,59.98
ORD1478,8/21/2023,CUST1069,Occasional,Berlin,PROD3,5,324.95,1624.75,0,0,1624.75
ORD1479,8/21/2023,CUST1016,Occasional,Frankfurt,PROD14,5,13.99,69.95,0,0,69.95
ORD1480,8/22/2023,CUST1049,Loyal,Cologne,PROD2,5,699.95,3499.75,5,174.99,3324.76
ORD1481,8/23/2023,CUST1091,Occasional,Hamburg,PROD12,4,29.99,119.96,0,0,119.96
ORD1482,8/24/2023,CUST1042,Occasional,Munich,PROD2,1,699.95,699.95,0,0,699.95
ORD1483,8/25/2023,CUST1096,Occasional,Frankfurt,PROD14,3,13.99,41.97,0,0,41.97
ORD1484,8/26/2023,CUST1071,Loyal,Munich,PROD8,3,125.95,377.85,10,37.79,340.06
ORD1485,8/27/2023,CUST1096,Occasional,Frankfurt,PROD6,2,56.99,113.98,0,0,113.98
ORD1486,8/28/2023,CUST1058,Occasional,Frankfurt,PROD18,2,297.95,595.9,0,0,595.9
ORD1487,8/29/2023,CUST1034,Occasional,Cologne,PROD9,2,20.99,41.98,0,0,41.98
ORD1488,8/29/2023,CUST1034,Occasional,Cologne,PROD17,1,203.95,203.95,0,0,203.95
ORD1489,8/30/2023,CUST1087,Occasional,Berlin,PROD3,4,324.95,1299.8,0,0,1299.8
ORD1490,8/30/2023,CUST1091,Occasional,Frankfurt,PROD1,3,1164.99,3494.97,0,0,3494.97
ORD1491,8/30/2023,CUST1045,Occasional,Cologne,PROD18,2,297.95,595.9,0,0,595.9
ORD1492,8/31/2023,CUST1057,Occasional,Berlin,PROD18,3,297.95,893.85,0,0,893.85
ORD1493,9/1/2023,CUST1041,Occasional,Munich,PROD8,4,125.95,503.8,0,0,503.8
ORD1494,9/2/2023,CUST1074,Occasional,Munich,PROD4,3,137.95,413.85,0,0,413.85
ORD1495,9/3/2023,CUST1007,Occasional,Frankfurt,PROD1,5,1164.99,5824.95,0,0,5824.95
ORD1496,9/3/2023,CUST1078,Loyal,Berlin,PROD15,4,46.95,187.8,0,0,187.8
ORD1497,9/4/2023,CUST1093,Occasional,Hamburg,PROD18,5,297.95,1489.75,0,0,1489.75
ORD1498,9/5/2023,CUST1060,Occasional,Munich,PROD8,1,125.95,125.95,0,0,125.95
ORD1499,9/6/2023,CUST1039,Occasional,Frankfurt,PROD8,5,125.95,629.75,0,0,629.75
ORD1500,9/6/2023,CUST1070,Occasional,Cologne,PROD11,4,155.95,623.8,0,0,623.8
ORD1501,9/7/2023,CUST1026,Occasional,Munich,PROD4,5,137.95,689.75,0,0,689.75
ORD1502,9/7/2023,CUST1041,Occasional,Munich,PROD1,2,1164.99,2329.98,0,0,2329.98
ORD1503,9/8/2023,CUST1082,Occasional,Berlin,PROD8,4,125.95,503.8,0,0,503.8
ORD1504,9/8/2023,CUST1076,Occasional,Frankfurt,PROD7,4,21.95,87.8,0,0,87.8
ORD1505,9/8/2023,CUST1082,Loyal,Cologne,PROD11,1,155.95,155.95,10,15.6,140.35
ORD1506,9/9/2023,CUST1033,Loyal,Berlin,PROD13,4,39.99,159.96,15,23.99,135.97
ORD1507,9/10/2023,CUST1083,Occasional,Cologne,PROD7,5,21.95,109.75,0,0,109.75
ORD1508,9/10/2023,CUST1034,Occasional,Frankfurt,PROD4,1,137.95,137.95,0,0,137.95
ORD1509,9/11/2023,CUST1041,Occasional,Berlin,PROD7,4,21.95,87.8,0,0,87.8
ORD1510,9/12/2023,CUST1041,Occasional,Frankfurt,PROD16,5,116.99,584.95,0,0,584.95
ORD1511,9/12/2023,CUST1005,Occasional,Hamburg,PROD2,5,699.95,3499.75,0,0,3499.75
ORD1512,9/13/2023,CUST1027,Occasional,Cologne,PROD11,3,155.95,467.85,0,0,467.85
ORD1513,9/14/2023,CUST1054,Loyal,Munich,PROD7,4,21.95,87.8,5,4.39,83.41
ORD1514,9/15/2023,CUST1006,Loyal,Cologne,PROD2,1,699.95,699.95,0,0,699.95
ORD1515,9/16/2023,CUST1063,Loyal,Hamburg,PROD3,2,324.95,649.9,0,0,649.9
ORD1516,9/17/2023,CUST1050,Loyal,Munich,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1517,9/17/2023,CUST1096,Occasional,Munich,PROD4,2,137.95,275.9,0,0,275.9
ORD1518,9/17/2023,CUST1077,Occasional,Cologne,PROD4,5,137.95,689.75,0,0,689.75
ORD1519,9/18/2023,CUST1011,Occasional,Hamburg,PROD14,2,13.99,27.98,0,0,27.98
ORD1520,9/18/2023,CUST1039,Occasional,Cologne,PROD5,2,229.95,459.9,0,0,459.9
ORD1521,9/18/2023,CUST1022,Occasional,Berlin,PROD1,5,1164.99,5824.95,0,0,5824.95
